abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name
"LEAD: The backbone of Koreatown, the largest Korean community outside Korea, is Olympic Boulevard. But at first glance, there are few signs that the inhabitants of the Los Angeles district have any special connection with the energetic celebration of the Olympics in their homeland.",https://www.nytimes.com/1988/09/19/us/los-angeles-journal-olympics-bring-pride-to-koreatown.html,,"The backbone of Koreatown, the largest Korean community outside Korea, is Olympic Boulevard. But at first glance, there are few signs that the inhabitants of the Los Angeles district have any special connection with the energetic celebration of the Olympics in their homeland.",A,14,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Seoul (South Korea)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Los Angeles (Calif)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Social Conditions and Trends', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Olympic Games (1988)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Korean-Americans', 'rank': 6, 'major': 'N'}]",1988-09-19T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/c6b4ba03-53b5-5438-8a02-51ce7272a750,774,nyt://article/c6b4ba03-53b5-5438-8a02-51ce7272a750,Los Angeles Journal; Olympics Bring Pride to Koreatown,,,Los Angeles Journal; Olympics Bring Pride to Koreatown,,,,"By David S. Wilson, Special To the New York Times","[{'firstname': 'David', 'middlename': 'S.', 'lastname': 'Wilson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
"LEAD: 'The world of confrontation and conflict is giving way to a world of detente, a trend that is taking place right here at the United Nations. Serious efforts are also commencing to bring peace and the relaxation of tension to the Korean peninsula, one of the last vestiges of the cold war.' - Roh Tae Woo, President of South Korea, calling for an international conference to end the division of the Korean peninsula.",https://www.nytimes.com/1988/10/23/weekinreview/verbatim-cold-war-vestiges.html,,"'The world of confrontation and conflict is giving way to a world of detente, a trend that is taking place right here at the United Nations. Serious efforts are also commencing to bring peace and the relaxation of tension to the Korean peninsula, one of the last vestiges of the cold war.' - Roh Tae Woo, President of South Korea, calling for an international conference to end the division of the Korean peninsula.",4,4,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ROH TAE WOO', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 4, 'major': 'N'}]",1988-10-23T05:00:00+0000,article,Week in Review Desk,Week in Review,News,nyt://article/a8f10f2c-e93c-5399-a48a-6527b3a1e327,146,nyt://article/a8f10f2c-e93c-5399-a48a-6527b3a1e327,Cold War Vestiges,VERBATIM,,VERBATIM; Cold War Vestiges,,,,,[],,
"LEAD: The Reagan Administration plans a full-scale show of military force in and around South Korea next fall to deter possible North Korean terrorism or attack during the Olympic Games in Seoul, Administration officials say.",https://www.nytimes.com/1988/02/07/world/us-planning-show-of-force-for-seoul-games.html,,"The Reagan Administration plans a full-scale show of military force in and around South Korea next fall to deter possible North Korean terrorism or attack during the Olympic Games in Seoul, Administration officials say.",1,21,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Seoul (South Korea)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Olympic Games (1988)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'SUMMER GAMES (OLYMPICS)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 8, 'major': 'N'}]",1988-02-07T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/11f68a64-1201-5c3f-801d-56322bb948a8,424,nyt://article/11f68a64-1201-5c3f-801d-56322bb948a8,U.S. Planning Show of Force for Seoul Games,,,U.S. Planning Show of Force for Seoul Games,,,,"By Richard Halloran, Special To the New York Times","[{'firstname': 'Richard', 'middlename': None, 'lastname': 'Halloran', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
"LEAD: Juan Antonio Samaranch, the president of the International Olympic Committee, said today that ''the news is now positive'' that North Korea will accept the I.O.C.'s offer to stage five events of the 1988 Seoul Olympics in North Korea.",https://www.nytimes.com/1987/08/08/sports/hopes-rise-for-88-accord.html,,"Juan Antonio Samaranch, the president of the International Olympic Committee, said today that ''the news is now positive'' that North Korea will accept the I.O.C.'s offer to stage five events of the 1988 Seoul Olympics in North Korea.",1,46,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'OLYMPIC COMMITTEE, INTERNATIONAL', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Samaranch, Juan Antonio', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Olympic Games (1988)', 'rank': 5, 'major': 'N'}]",1987-08-08T05:00:00+0000,article,Sports Desk,Sports,News,nyt://article/85bf184f-21d5-529d-8065-8df7cd3431e4,183,nyt://article/85bf184f-21d5-529d-8065-8df7cd3431e4,Hopes Rise For '88 Accord,,,Hopes Rise For '88 Accord,,,,Special to the New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  A South Korean fishing boat with 21 crewmen aboard was seized yesterday by North Korean naval patrol craft near the western sea border, the Office of Fisheries said today. Officials said the South Korean ship had lost its direction in dense fog but had not crossed the sea border.",https://www.nytimes.com/1981/06/13/world/seoul-reports-fishermen-seized.html,,"A South Korean fishing boat with 21 crewmen aboard was seized yesterday by North Korean naval patrol craft near the western sea border, the Office of Fisheries said today. Officials said the South Korean ship had lost its direction in dense fog but had not crossed the sea border.",1,12,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Ships and Shipping', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Search and Seizure', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Fishing, Commercial', 'rank': 5, 'major': 'N'}]",1981-06-13T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/3d49be08-6c15-58a4-a9eb-b8cf921069e0,55,nyt://article/3d49be08-6c15-58a4-a9eb-b8cf921069e0,Seoul Reports Fishermen Seized,,,Seoul Reports Fishermen Seized,,,,UPI,"[{'firstname': 'Upi', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"  North Korea rejected as a ''foolish burlesque'' today the proposal by President Chun Doo Hwan of South Korea for an exchange of visits with President Kim Il Sung of North Korea.   The North Korean Vice President, Kim Il, said Mr. Chun had made the proposal to help his presidential campaign.",https://www.nytimes.com/1981/01/20/world/around-the-world-231033.html,,North Korea rejected as a ''foolish burlesque'' today the proposal by President Chun Doo Hwan of South Korea for an exchange of visits with President Kim Il Sung of North Korea.,A,11,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}]",1981-01-20T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/98324876-d80f-5d34-9d73-21d68bdca494,146,nyt://article/98324876-d80f-5d34-9d73-21d68bdca494,AROUND THE WORLD,,,AROUND THE WORLD,,,,"North Korea Scorns Offer, By South For Visits, Upi","[{'firstname': 'North', 'middlename': 'Korea', 'lastname': 'Scorns', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"LEAD: After grinding through more than 1,000 feet of granite, engineers today reached a tunnel that military officials said had been built by North Korea to stage a surprise invasion of the South.",https://www.nytimes.com/1990/03/04/world/seoul-uncovers-a-border-tunnel.html,,"After grinding through more than 1,000 feet of granite, engineers today reached a tunnel that military officials said had been built by North Korea to stage a surprise invasion of the South.",1,9,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Bridges and Tunnels', 'rank': 4, 'major': 'N'}]",1990-03-04T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/0bb086f0-bdf8-5918-b24c-3efffc8819c3,522,nyt://article/0bb086f0-bdf8-5918-b24c-3efffc8819c3,SEOUL UNCOVERS A BORDER TUNNEL,,,SEOUL UNCOVERS A BORDER TUNNEL,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"LEAD: The narrow streets and small wooden homes look at first like any other Japanese neighborhood. But here and there, telltale signs appear - a sticker on a door with a tiny Korean flag, bolts of brightly colored Korean silk hanging in a shop window, posters of red-cheeked girls in Korean traditional dress, the kimchi pots of spicy pickled cabbage on display in the central market.",https://www.nytimes.com/1988/02/01/world/osaka-journal-they-call-japan-home-but-are-hardly-at-home.html,,"The narrow streets and small wooden homes look at first like any other Japanese neighborhood. But here and there, telltale signs appear - a sticker on a door with a tiny Korean flag, bolts of brightly colored Korean silk hanging in a shop window, posters of red-cheeked girls in Korean traditional dress, the kimchi pots of spicy pickled cabbage on display in the central market.",A,4,The New York Times,[],"[{'name': 'glocations', 'value': 'Japan', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Osaka (Japan)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA (PRE-1948)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Social Conditions and Trends', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN POPULATION AND FOREIGN DESCENT GROUPS', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Discrimination', 'rank': 6, 'major': 'N'}]",1988-02-01T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/f4315af4-8e74-5bb6-9010-131d9fef5296,1101,nyt://article/f4315af4-8e74-5bb6-9010-131d9fef5296,"Osaka Journal; They Call Japan Home, but Are Hardly at Home",,,"Osaka Journal; They Call Japan Home, but Are Hardly at Home",,,,"By Susan Chira, Special To the New York Times","[{'firstname': 'Susan', 'middlename': None, 'lastname': 'Chira', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
   The South Korean Red Cross said today that it would provide ''safe-conduct memorandums'' to North Korea for the delivery of flood relief aid from the north to the south this weekend.   It also said telephone circuits and other communications would be provided to North Korean Red Cross workers while they are in South Korea.,https://www.nytimes.com/1984/09/27/world/seoul-ready-for-aid-from-north.html,,The South Korean Red Cross said today that it would provide ''safe-conduct memorandums'' to North Korea for the delivery of flood relief aid from the north to the south this weekend.,A,14,The New York Times,[],"[{'name': 'subject', 'value': 'TERMS NOT AVAILABLE', 'rank': 1, 'major': 'N'}]",1984-09-27T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/8b57ebaa-4dfe-5ddd-b53b-803720ac7238,227,nyt://article/8b57ebaa-4dfe-5ddd-b53b-803720ac7238,SEOUL READY FOR AID FROM NORTH,,,SEOUL READY FOR AID FROM NORTH,,,,AP,[],AP,
"LEAD: Juan Antonio Samaranch, the president of the International Olympic Committee, said today that North Korea had agreed in principle to a compromise proposal for sharing the 1988 Summer Games with South Korea.",https://www.nytimes.com/1987/02/13/sports/compromise-on-olympic-sites.html,,"Juan Antonio Samaranch, the president of the International Olympic Committee, said today that North Korea had agreed in principle to a compromise proposal for sharing the 1988 Summer Games with South Korea.",A,25,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'OLYMPIC COMMITTEE, INTERNATIONAL', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Samaranch, Juan Antonio', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Olympic Games (1988)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'SUMMER GAMES (OLYMPICS)', 'rank': 6, 'major': 'N'}]",1987-02-13T05:00:00+0000,article,Sports Desk,Sports,News,nyt://article/9b467b77-b6d4-597e-8c8f-40237b57b621,423,nyt://article/9b467b77-b6d4-597e-8c8f-40237b57b621,COMPROMISE ON OLYMPIC SITES,,,COMPROMISE ON OLYMPIC SITES,,,,"THOMAS W. NETTER, Special to the New York Times","[{'firstname': 'Thomas', 'middlename': 'W.', 'lastname': 'NETTER', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
"LEAD: The promise of free travel across the tightly sealed border between North and South Korea faded today as about 10,000 South Korean radicals clashed with riot policemen and the authorities continued to haggle over procedural details.",https://www.nytimes.com/1990/08/16/world/border-remains-closed-as-seoul-battles-radicals.html,,"The promise of free travel across the tightly sealed border between North and South Korea faded today as about 10,000 South Korean radicals clashed with riot policemen and the authorities continued to haggle over procedural details.",A,9,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'PANMUNJOM (KOREA)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 5, 'major': 'N'}]",1990-08-16T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/3534ed08-634c-51b0-9eae-4f41ff519998,689,nyt://article/3534ed08-634c-51b0-9eae-4f41ff519998,Border Remains Closed as Seoul Battles Radicals,,,Border Remains Closed as Seoul Battles Radicals,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
