abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section
"HR ethics com agrees to accept former Korean Amb Kim Dong Jo's written testimony on bribery scandal; Leon Jaworski, who opposed written ints, makes official his withdrawal from active participation in investigation; Repr John J Flynt Jr, chmn of com, says there are ways to verify whether Kim is being truthful in answering com's written questions (M)",https://www.nytimes.com/1978/08/04/archives/ethics-unit-to-accept-testimony-of-korean-exenvoy-in-writing.html,"HR ethics com agrees to accept former Korean Amb Kim Dong Jo's written testimony on bribery scandal; Leon Jaworski, who opposed written ints, makes official his withdrawal from active participation in investigation; Repr John J Flynt Jr, chmn of c...","WASHINGTON, Aug. 3 — The HouSe Committee on Standards of Official Conduct announced today that it had agreed to accept a longstanding offer by the South Korean Government to make Kim Dong Jo, the former Ambassador to Washington, available for written questions about his alleged role in the Korean influence‐buvine scandal.",1,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN INTERESTS, AGENTS OF', 'rank': 2, 'major': 'N'}]",1978-08-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/a78ef8de-81c1-5b6a-8725-1e8a84af9708,663,nyt://article/a78ef8de-81c1-5b6a-8725-1e8a84af9708,Ethics Unit to Accept Testimony Of Korean Ex‐Envoy in Writing,,,Ethics Unit to Accept Testimony Of Korean Ex‐Envoy in Writing,,,,By B. Drummond Ayres Jr.;Special to The New York Times,[],The New York Times,A
"Newly declassified documents obtained by NY Times show that US gave high-level consideration during Korean War to stage coup against S Korean Pres Syngman Rhee; plan, which called for Rhee's arrest, was known as Operation Everready and was never put into effect on 2 occasions it was under active study; Rhee made concessions that, in view of Amers involved, made his overthrow unnecessary and undesirable; Amer mil officers and diplomats who conceived operation said before and after that they had high regards for Rhee's leadership and respected his deep anti-Communist convictions, even though they often sharply disagreed with his repressive pol policies; documents were declassifed by Defense and State Depts at Kotch's request under Freedon of Information Act; some documents were obtained independently by NY Times; contents of documents noted; illus (L)",https://www.nytimes.com/1975/08/04/archives/papers-show-us-considered-ousting-rhee-in-korean-war-documents-show.html,"Newly declassified documents obtained by NY Times show that US gave high-level consideration during Korean War to stage coup against S Korean Pres Syngman Rhee; plan, which called for Rhee's arrest, was known as Operation Everready and was never p...","WASHINGTON, Aug. 3—Newly declassified documents show that the United States gave high‐level consideration during the Korean war to staging a coup against President Syngman Rhee of South Korea.",1,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1975-08-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/f051dcd8-7c83-55b7-a40b-1d9974364156,1901,nyt://article/f051dcd8-7c83-55b7-a40b-1d9974364156,Papers Show U.S. Considered Ousting Rhee in Korean War,,,Papers Show U.S. Considered Ousting Rhee in Korean War,,,,By Bernard Gwertzman Special to The New York Times,"[{'firstname': 'Bernard', 'middlename': 'Gwertzman', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"SEOUL, South Korea, July 17 &#8212; When Kim Chi Ha, South Korea's best&#8208;known young poet, heard a death sentence pronounced against him by a military judge last week, he was reported to have laughed.",https://www.nytimes.com/1974/07/18/archives/south-korean-defendants-angry-poet-and-frail-former-president-kim.html,,"SEOUL, South Korea, July 17 — When Kim Chi Ha, South Korea's best‐known young poet, heard a death sentence pronounced against him by a military judge last week, he was reported to have laughed.",2,The New York Times,[],[],1974-07-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/151a95d3-dc8b-5391-a179-4f141047e034,878,nyt://article/151a95d3-dc8b-5391-a179-4f141047e034,South Korean Defendants: Angry Poet and Frail Former President,,,South Korean Defendants: Angry Poet and Frail Former President,,,,By Fox Butterfield Special to The New York Times,"[{'firstname': 'Fox', 'middlename': 'Butterfield', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"WASHINGTON, Dec. 17 (AP) &#8212; Two Democratic Congressmen introduced legislation today to require the United States to undertake a phased withdrawal of all military forces from South Korea within a reasonable time.",https://www.nytimes.com/1975/12/18/archives/bill-calls-on-us-to-remove-forces-from-south-korea.html,,"WASHINGTON, Dec. 17 (AP) — Two Democratic Congressmen introduced legislation today to require the United States to undertake a phased withdrawal of all military forces from South Korea within a reasonable time.",14,The New York Times,[],[],1975-12-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/9eabc85d-e43b-53ec-bd6d-8ca2d327ec36,113,nyt://article/9eabc85d-e43b-53ec-bd6d-8ca2d327ec36,Bill Calls on U.S. to Remove Forces From South Korea,,,Bill Calls on U.S. to Remove Forces From South Korea,,,,,[],,
analysis of student and dissident protests holds unrest is major result of new economic prosperity; illus of Pres Park (M),https://www.nytimes.com/1979/10/21/archives/seeds-of-south-korean-protest-were-sown-by-new-prosperity.html,analysis of student and dissident protests holds unrest is major result of new economic prosperity; illus of Pres Park (M),"PUSAN, South Korea — Martial law was declared in Pusan last week, after the worst street riots by students in the 18 years since the authoritarian ex‐general, Park Chung Hee, came to power in a coup d'état.",3,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1979-10-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/521f4280-9cb6-55d6-a679-f8e37f35c637,1132,nyt://article/521f4280-9cb6-55d6-a679-f8e37f35c637,Seeds of South Korean Protest Were Sown by New Prosperity,,,Seeds of South Korean Protest Were Sown by New Prosperity,,,,By Henry Scott Stokes,"[{'firstname': 'Henry', 'middlename': 'Scott', 'lastname': 'Stokes', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,E
"Park No Su, condemned to death in '70 for heading spy ring operating out of Eur for N Korea, and 2d S Korean spy hanged, July 29, Seoul, bring to 4 number hanged since July 4; Brit scholars' appeals for clemency for Park No Su recalled",https://www.nytimes.com/1972/07/30/archives/south-korea-hangs-2-more-after-conviction-as-spies.html,"Park No Su, condemned to death in '70 for heading spy ring operating out of Eur for N Korea, and 2d S Korean spy hanged, July 29, Seoul, bring to 4 number hanged since July 4; Brit scholars' appeals for clemency for Park No Su recalled","SEOUL, South Korea, July 29—Two South Koreans who had been sentenced to death for spying for North Korea were hanged yesterday at Su daemoon Prison here, it was announced today. ",5,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}]",1972-07-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/fa5a469e-9464-59b4-93ae-3b5892aaadf8,204,nyt://article/fa5a469e-9464-59b4-93ae-3b5892aaadf8,South Korea Hangs 2 More After Conviction as Spies,,,South Korea Hangs 2 More After Conviction as Spies,,,,,[],,
"S Koreans, successful in bldg up their own econ with foreign financial help, are now investing their capital resources abroad; 23 S Korean cos are operating in 18 foreign countries and territories with total investment of $13-million; activities cover wide range of investments; 1st S Korean investment overseas was made in '68 by Korea Development Co; other Korean investors abroad, together with their enterprises, listed",https://www.nytimes.com/1973/03/19/archives/south-koreans-investing-abroad-in-other-lessdeveloped-lands-first.html,"S Koreans, successful in bldg up their own econ with foreign financial help, are now investing their capital resources abroad; 23 S Korean cos are operating in 18 foreign countries and territories with total investment of $13-million; activities c...","SEOUL, South Korea—South Koreans, who have been successful in building up their own economy wish foreign financialies help, are now investing their capital resources and knowhow in other less developed nations.",58,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}]",1973-03-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/256fce0c-15c2-5d96-8ca9-ee0a9f55482e,613,nyt://article/256fce0c-15c2-5d96-8ca9-ee0a9f55482e,South Koreans Investing Abroad In Other Less‐Developed Lands,,,South Koreans Investing Abroad In Other Less‐Developed Lands,,,,By Samuel Kim Special to The New York Times,"[{'firstname': 'Samuel', 'middlename': 'Kim', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
R Halloran on emergence of S Korean Pres Park's oldest daughter Park Keun Hae following death of her mother who was slain by assassin's bullet; illus (M),https://www.nytimes.com/1975/10/15/archives/koreas-young-first-lady-makes-her-own-way.html,R Halloran on emergence of S Korean Pres Park's oldest daughter Park Keun Hae following death of her mother who was slain by assassin's bullet; illus (M),"SEOUL—The elder daughter of President Park Chung Hee of South. Korea, Park Keun Hae, has emerged in recent months as the First Lady of her nation.",57,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1975-10-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/956ae340-c3ec-594a-bfd4-0cf48db47e0b,1135,nyt://article/956ae340-c3ec-594a-bfd4-0cf48db47e0b,Korea's Young First Lady Makes Her Own Way,,,Korea's Young First Lady Makes Her Own Way,,,,By Richard Halloran Special to The New York Times,"[{'firstname': 'Richard', 'middlename': 'Halloran', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
Amnesty International makes public Venezuelan poet Ali Lameda's account of brutal treatment while imprisoned for more than 6 years in N Korean jail (S),https://www.nytimes.com/1979/07/02/archives/venezuelan-exprisoner-alleges-brutal-treatment-in-north-korea.html,Amnesty International makes public Venezuelan poet Ali Lameda's account of brutal treatment while imprisoned for more than 6 years in N Korean jail (S),"LONDON, Monday, July 2 (AP) Amnesty International today made public a Venezuelan poet's account of brutal treatment while imprisoned for more than six years in North Korea. The human‐rights group said it was the first published report about the life of political prisoners there.",12,The New York Times,[],"[{'name': 'glocations', 'value': 'North Korea', 'rank': 1, 'major': 'N'}]",1979-07-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/67ef3499-31ad-5c80-b6cb-fe9a25d20f22,180,nyt://article/67ef3499-31ad-5c80-b6cb-fe9a25d20f22,Venezuelan Ex‐Prisoner Alleges Brutal Treatment in North Korea,,,Venezuelan Ex‐Prisoner Alleges Brutal Treatment in North Korea,,,,,[],,A
"Article on Seoul's growing community of foreign financiers, spurred by sharp upturn in nation's econ, seeking new business ventures in S Korea (M)",https://www.nytimes.com/1977/12/26/archives/south-korea-returned-to-health-attracts-influx-of-foreign-bankers.html,"Article on Seoul's growing community of foreign financiers, spurred by sharp upturn in nation's econ, seeking new business ventures in S Korea (M)","SEOUL, South Korea, Dec. 25—They are Americans and French, Japanese and Canadians, Indians and sometimes even Arabs. They are foreign bankers, either running branches here or setting up new ones. In short, they are part of Seoul's growing community of foreign financiers, seeking new business ventures in South Korea these days.",33,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1977-12-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/8b7b6dd3-752d-504e-bed4-781085666479,799,nyt://article/8b7b6dd3-752d-504e-bed4-781085666479,"South Korea, Returned to Health, Attracts Influx of Foreign Bankers",,,"South Korea, Returned to Health, Attracts Influx of Foreign Bankers",,,,,[],,
"Nearly complete returns from S Korea's Natl Assembly elections show, on Feb 28, that Pres Park Chung Hee's Dem Repub party, with 53 of the 146 Assembly seats at stake, is certain to obtain a 2/3 majority in Legis; New Dem party, major opposition group, has won 40 seats and is leading in 10 dists; Dem Repub party, normally weak in large cities, has made strong showings there as well as in rural dists",https://www.nytimes.com/1973/02/28/archives/government-party-gets-big-majority-in-south-korea-vote-shift-in.html,"Nearly complete returns from S Korea's Natl Assembly elections show, on Feb 28, that Pres Park Chung Hee's Dem Repub party, with 53 of the 146 Assembly seats at stake, is certain to obtain a 2/3 majority in Legis; New Dem party, major opposition g...","SEOUL, South Korea, Wednesday, Feb. 28—Nearly complete returns from South Korea's National Assembly elections showed today that President Park, Chung Hee's Democratic Republican party was certain to obtain a two‐thirds majority in the legislature.",9,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}]",1973-02-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/da5ff4dc-57a8-5286-833f-25e84ac34a27,363,nyt://article/da5ff4dc-57a8-5286-833f-25e84ac34a27,Government Party Gets Big Majority In South Korea Vote,,,Government Party Gets Big Majority In South Korea Vote,,,,,[],,
"Chinese press agency Hsinhua repts that Prince Norodom Sihanouk and Princess Monique of Cambodia left Peking on May 18 by special train for visit to N Korea; Chinese Deputy Premier Li Hsien-nien and Peking-based members of Cambodian front see Prince and his entourage off at station; before his departure, Sihanouk expresses his total support of Cambodian position in seizure of US merchant ship Mayagez in telegram sent to Khieu Samphan, Khmer Rouge leader in Phnom Penh; says he received rept from Khieu Samphan on incident (S)",https://www.nytimes.com/1975/05/19/archives/sihanouk-off-to-north-korea-backs-seizure-of-us-ship.html,Chinese press agency Hsinhua repts that Prince Norodom Sihanouk and Princess Monique of Cambodia left Peking on May 18 by special train for visit to N Korea; Chinese Deputy Premier Li Hsien-nien and Peking-based members of Cambodian front see Prin...,"PEKING, May 18 (Agence France‐Presse) — Prince Norodom Sihanouk and Princess Monique of Cambodia left here today by special train for visit to North Korea, the Chinese press agency Fisinhua reported.",2,The New York Times,[],"[{'name': 'glocations', 'value': 'SOUTH VIETNAM', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Cambodia', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Cambodia', 'rank': 3, 'major': 'N'}]",1975-05-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/d26f6e6a-6959-52d3-af95-8113a13f3790,234,nyt://article/d26f6e6a-6959-52d3-af95-8113a13f3790,Sihanouk Off to North Korea; Backs Seizure of U.S. Ship,,,Sihanouk Off to North Korea; Backs Seizure of U.S. Ship,,,,,[],,
