abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
"Korean Resident's Assn of Japan seeks 24,000 recruits for South",https://www.nytimes.com/1950/06/30/archives/koreans-recruited-in-japan.html,"Korean Resident's Assn of Japan seeks 24,000 recruits for South",,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 2, 'major': 'N'}]",1950-06-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/a15bd89c-0bc2-5db7-b39c-52c31789816e,0,nyt://article/a15bd89c-0bc2-5db7-b39c-52c31789816e,Koreans Recruited in Japan,,,Koreans Recruited in Japan,,,,,[],
Editorial on White House announcement that J P Morgan & Co pres H C Alexander will head natl campaign to win wider support for AKF,https://www.nytimes.com/1954/03/07/archives/planning-to-help-korea.html,Editorial on White House announcement that J P Morgan & Co pres H C Alexander will head natl campaign to win wider support for AKF,,E,8,The New York Times,[],"[{'name': 'organizations', 'value': 'AMERICAN-KOREAN FOUNDATION', 'rank': 1, 'major': 'N'}]",1954-03-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/4fb91b96-be4c-560c-a32a-1e77ade6cc1e,0,nyt://article/4fb91b96-be4c-560c-a32a-1e77ade6cc1e,PLANNING TO HELP KOREA,,,PLANNING TO HELP KOREA,,,,,[],
"Korean Resident's Assn of Japan seeks 24,000 recruits for South",https://www.nytimes.com/1950/06/30/archives/koreans-recruited-in-japan.html,"Korean Resident's Assn of Japan seeks 24,000 recruits for South",,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 2, 'major': 'N'}]",1950-06-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/a15bd89c-0bc2-5db7-b39c-52c31789816e,0,nyt://article/a15bd89c-0bc2-5db7-b39c-52c31789816e,Koreans Recruited in Japan,,,Koreans Recruited in Japan,,,,,[],
,https://www.nytimes.com/1954/10/31/archives/korean-envoy-to-speak.html,,,,110,The New York Times,[],[],1954-10-31T05:00:00+0000,article,None,Archives,Archives,nyt://article/b2907c7e-1f66-5271-b50b-57d1ef6d9387,0,nyt://article/b2907c7e-1f66-5271-b50b-57d1ef6d9387,Korean Envoy to Speak,1,,Korean Envoy to Speak,,,,,[],
NY area lists,https://www.nytimes.com/1953/02/10/archives/lieutenant-killed-in-korea.html,NY area lists,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CASUALTIES', 'rank': 3, 'major': 'N'}]",1953-02-10T05:00:00+0000,article,None,Archives,Archives,nyt://article/f80ad4c8-27df-5cc8-8d21-6b8e1dd54213,0,nyt://article/f80ad4c8-27df-5cc8-8d21-6b8e1dd54213,Lieutenant Killed in Korea,,,Lieutenant Killed in Korea,,,,,[],
"The surprise visit of Secretary Marshall to the Korean battlefront demonstrates that the national debate over the dismissal of General MacArthur has not detracted from our Government's close attention to the Korean war itself, which should reassure our fightin troops.",https://www.nytimes.com/1951/06/09/archives/general-marshall-in-korea.html,,,,18,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DIPLOMATIC ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 6, 'major': 'N'}]",1951-06-09T05:00:00+0000,article,None,Archives,Archives,nyt://article/5cb7919c-e04e-5c6f-813d-c2eb14a3d53c,0,nyt://article/5cb7919c-e04e-5c6f-813d-c2eb14a3d53c,GENERAL MARSHALL IN KOREA,,,GENERAL MARSHALL IN KOREA,,,,,[],
Bradley lauds SKs,https://www.nytimes.com/1952/12/06/archives/meets-korean-troops.html,Bradley lauds SKs,,,7,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 10, 'major': 'N'}]",1952-12-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/c0f7a670-2e31-55f5-a345-386f77ce6261,0,nyt://article/c0f7a670-2e31-55f5-a345-386f77ce6261,Meets Korean Troops,,,Meets Korean Troops,,,,,[],
"text of 'mutual understanding,'",https://www.nytimes.com/1951/10/24/archives/text-of-korea-understandings.html,"text of 'mutual understanding,'",,,3,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DIPLOMATIC ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': '3D AG 16 PAR', 'rank': 4, 'major': 'N'}]",1951-10-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/f4f43d36-f2db-530e-a5fa-32981075f23a,0,nyt://article/f4f43d36-f2db-530e-a5fa-32981075f23a,Text of Korea Understandings,,,Text of Korea Understandings,,,,,[],
Canadians en route,https://www.nytimes.com/1950/11/26/archives/canadians-sail-for-korea.html,Canadians en route,,,3,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': '2D N 4 PAR', 'rank': 3, 'major': 'N'}]",1950-11-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/f579461e-929b-5a47-b471-7916eaaca6a7,0,nyt://article/f579461e-929b-5a47-b471-7916eaaca6a7,Canadians Sail for Korea,,,Canadians Sail for Korea,,,,,[],
ed blames unpreparedness on both pol parties and on diplomatic mistakes,https://www.nytimes.com/1950/10/01/archives/korea-test-of-policy.html,ed blames unpreparedness on both pol parties and on diplomatic mistakes,,The Week In Review,156,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ARMAMENT AND DEFENSE', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'SECURITY (GEN)', 'rank': 3, 'major': 'N'}]",1950-10-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/9af0408d-b39e-5962-bac3-0474bf7c0220,0,nyt://article/9af0408d-b39e-5962-bac3-0474bf7c0220,KOREA: TEST OF POLICY,,,KOREA: TEST OF POLICY,,,,,[],
ed on Ellender denial of slur,https://www.nytimes.com/1956/09/21/archives/a-korean-slur-denied.html,ed on Ellender denial of slur,,,24,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'RECONSTRUCTION AND RELIEF', 'rank': 2, 'major': 'N'}]",1956-09-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/6cff4d26-c77e-512c-a254-3856afe493e4,0,nyt://article/6cff4d26-c77e-512c-a254-3856afe493e4,A KOREAN SLUR DENIED,,,A KOREAN SLUR DENIED,,,,,[],
ed on Ellender denial of slur,https://www.nytimes.com/1956/09/21/archives/a-korean-slur-denied.html,ed on Ellender denial of slur,,,24,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'RECONSTRUCTION AND RELIEF', 'rank': 2, 'major': 'N'}]",1956-09-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/6cff4d26-c77e-512c-a254-3856afe493e4,0,nyt://article/6cff4d26-c77e-512c-a254-3856afe493e4,A KOREAN SLUR DENIED,,,A KOREAN SLUR DENIED,,,,,[],
Care for Korean Children's Day,https://www.nytimes.com/1953/11/25/archives/this-is-care-day-for-koreans.html,Care for Korean Children's Day,,,27,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Holidays and Special Occasions', 'rank': 2, 'major': 'N'}]",1953-11-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/682df080-c14d-5329-abbc-52011e9dd54f,0,nyt://article/682df080-c14d-5329-abbc-52011e9dd54f,This Is CARE Day for Koreans,,,This Is CARE Day for Koreans,,,,,[],
UN Comm on Korea repts tr into Korean; distribution within UN-held area seen,https://www.nytimes.com/1950/09/16/archives/rights-declaration-in-korean.html,UN Comm on Korea repts tr into Korean; distribution within UN-held area seen,,,8,The New York Times,[],"[{'name': 'subject', 'value': 'CIVIL LIBERTIES AND RIGHTS', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'DECLARATION OF HUMAN RIGHTS, UNIVERSAL', 'rank': 2, 'major': 'N'}]",1950-09-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/e0841844-7582-54bd-ab01-ab76e5904ac8,0,nyt://article/e0841844-7582-54bd-ab01-ab76e5904ac8,Rights Declaration in Korean,,,Rights Declaration in Korean,,,,Special to THE NEW YORK TIMES,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Colombia Navy orders cruiser Almirante Padilla to Korea mission,https://www.nytimes.com/1950/10/01/archives/colombian-cruiser-to-korea.html,Colombia Navy orders cruiser Almirante Padilla to Korea mission,,,11,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA (SOUTH), REPUBLIC OF', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': '2D O 1 PAR', 'rank': 3, 'major': 'N'}]",1950-10-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/985b6534-ce1a-5bf1-8b60-e962172664fd,0,nyt://article/985b6534-ce1a-5bf1-8b60-e962172664fd,Colombian Cruiser to Korea,,,Colombian Cruiser to Korea,,,,Special to THE NEW YORK TIMES,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
The bystander with necessarily limited information has every reason to be puzzled by the military news from Korea. A very large scale United Nations retreat was followed by a long lull in fighting. There was loss of contact between the opposing forces during part of this lull.  ,https://www.nytimes.com/1951/01/28/archives/seesaw-in-korea.html,,,T,8,The New York Times,[],[],1951-01-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/616275f1-3b0d-5541-9235-23fe53da334a,0,nyt://article/616275f1-3b0d-5541-9235-23fe53da334a,SEE-SAW IN KOREA,1,,SEE-SAW IN KOREA,,,,,[],
,https://www.nytimes.com/1951/10/14/archives/winding-up-in-korea.html,,,T,154,The New York Times,[],[],1951-10-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/1a9cd0b3-fdc2-50cd-a887-4ea79c882980,0,nyt://article/1a9cd0b3-fdc2-50cd-a887-4ea79c882980,'WINDING UP IN KOREA',1,,'WINDING UP IN KOREA',,,,,[],
ed on aid,https://www.nytimes.com/1951/10/22/archives/truce-and-cold-in-korea.html,ed on aid,,,19,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'REFUGEES AND CIVILIAN RELIEF', 'rank': 2, 'major': 'N'}]",1951-10-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/3bc998ec-dcae-587e-8008-7e202c4ef3e4,0,nyt://article/3bc998ec-dcae-587e-8008-7e202c4ef3e4,TRUCE AND COLD IN KOREA,,,TRUCE AND COLD IN KOREA,,,,,[],
Relations between a part of the American business community in Seoul and the Korean Government are strained. The business men charge that they are being taxed exorbitantly and unrealistically and that they are being held as virtual hostages for back payments when it comes to getting exit visas.  ,https://www.nytimes.com/1955/09/12/archives/the-korea-tax-case.html,,,,24,The New York Times,[],[],1955-09-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/ab232d0c-1e6a-59f6-9ebc-69a457bcfa18,0,nyt://article/ab232d0c-1e6a-59f6-9ebc-69a457bcfa18,THE KOREA TAX CASE,1,,THE KOREA TAX CASE,,,,,[],
,https://www.nytimes.com/1952/12/07/archives/korean-negotiations-urged.html,,,,50,The New York Times,[],[],1952-12-07T05:00:00+0000,article,None,Archives,Archives,nyt://article/afea4a5d-9e35-511c-9386-9f4af18c7921,0,nyt://article/afea4a5d-9e35-511c-9386-9f4af18c7921,Korean Negotiations Urged,1,,Korean Negotiations Urged,,,,,[],
,https://www.nytimes.com/1951/11/27/archives/recruits-for-korea-sought.html,,,,19,The New York Times,[],[],1951-11-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/eaebbac9-7466-5614-86c6-2372892b1924,0,nyt://article/eaebbac9-7466-5614-86c6-2372892b1924,Recruits for Korea Sought,1,,Recruits for Korea Sought,,,,,[],
shell Wonsan and Kosong,https://www.nytimes.com/1951/08/02/archives/official-reports-on-the-war-operations-in-korea-united-nations.html,shell Wonsan and Kosong,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNIQUES AND RELEASES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 9, 'major': 'N'}]",1951-08-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/d6ddf194-fd00-52cb-b700-b11c1fe4b022,0,nyt://article/d6ddf194-fd00-52cb-b700-b11c1fe4b022,Official Reports on the War Operations in Korea; United Nations North Korean,,,Official Reports on the War Operations in Korea; United Nations North Korean,,,,,[],
,https://www.nytimes.com/1953/12/30/archives/deadline-for-korea-veterans.html,,,,3,The New York Times,[],[],1953-12-30T05:00:00+0000,article,None,Archives,Archives,nyt://article/7d838279-fbd4-575b-a8dd-10f63a59bf93,0,nyt://article/7d838279-fbd4-575b-a8dd-10f63a59bf93,Deadline for Korea Veterans,1,,Deadline for Korea Veterans,,,,,[],
,https://www.nytimes.com/1950/10/29/archives/korean-assembly-delayed.html,,,,2,The New York Times,[],[],1950-10-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/260a7e62-ee90-5943-8d67-011644b01ad4,0,nyt://article/260a7e62-ee90-5943-8d67-011644b01ad4,Korean Assembly Delayed,1,,Korean Assembly Delayed,,,,,[],
N Korean,https://www.nytimes.com/1951/09/15/archives/official-reports-of-operations-in-the-fighting-in-korea-united.html,N Korean,,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'COMMUNIQUES AND RELEASES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 5, 'major': 'N'}]",1951-09-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/7f97fde2-1a89-5ba3-9da9-8fdc479a98f1,0,nyt://article/7f97fde2-1a89-5ba3-9da9-8fdc479a98f1,Official Reports of Operations in the Fighting in Korea; United Nations North Korean,,,Official Reports of Operations in the Fighting in Korea; United Nations North Korean,,,,,[],
"UN ships hit Wonsan, Songjin, Chongjin and E sector of front",https://www.nytimes.com/1951/07/21/archives/allies-stay-alert-in-rains-of-korea-weather-restricts-the-fighting.html,"UN ships hit Wonsan, Songjin, Chongjin and E sector of front",,,2,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 9, 'major': 'N'}]",1951-07-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/1b0d4c37-7b38-59a4-8409-9ba0a79263e4,0,nyt://article/1b0d4c37-7b38-59a4-8409-9ba0a79263e4,ALLIES STAY ALERT IN RAINS OF KOREA; WEATHER RESTRICTS THE FIGHTING IN KOREA,,,ALLIES STAY ALERT IN RAINS OF KOREA; WEATHER RESTRICTS THE FIGHTING IN KOREA,,,,By George Barrett Special To the New York Times,"[{'firstname': 'George', 'middlename': 'Barrett', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Editorial on enemy policy of talking truce and making war,https://www.nytimes.com/1953/07/17/archives/war-and-truce-in-korea.html,Editorial on enemy policy of talking truce and making war,,,16,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'TRUCE', 'rank': 5, 'major': 'N'}]",1953-07-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/e5e214f7-58d1-533a-a284-cbaa5b8ce8c3,0,nyt://article/e5e214f7-58d1-533a-a284-cbaa5b8ce8c3,WAR AND TRUCE IN KOREA,,,WAR AND TRUCE IN KOREA,,,,,[],
"internatl anti-atomic weapons conf set, Hiroshima, on 10th anniv of bombing",https://www.nytimes.com/1955/07/22/archives/koreans-going-to-hiroshima.html,"internatl anti-atomic weapons conf set, Hiroshima, on 10th anniv of bombing",,,10,The New York Times,[],"[{'name': 'glocations', 'value': 'HIROSHIMA', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC ENERGY AND WEAPONS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'INTERNATIONAL COOPERATION', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'CONTROL AND BAN ON WEAPONS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'World War II (1939-45)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'ANNIVERSARIES', 'rank': 6, 'major': 'N'}]",1955-07-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/a7805619-921b-5919-853e-2b5c73842a32,0,nyt://article/a7805619-921b-5919-853e-2b5c73842a32,Koreans Going to Hiroshima,,,Koreans Going to Hiroshima,,,,,[],
hit Huichon-Kanu rr; fly 535 sorties; destroy vehicles headed south,https://www.nytimes.com/1951/08/22/archives/reds-strike-back-in-eastern-korea-blasting-communist-positions-in.html,hit Huichon-Kanu rr; fly 535 sorties; destroy vehicles headed south,,,3,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MISCELLANEOUS SECTION', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'MILITARY ACTION', 'rank': 7, 'major': 'N'}]",1951-08-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/6a1f75d1-2be7-5221-8517-9ea805981560,0,nyt://article/6a1f75d1-2be7-5221-8517-9ea805981560,REDS STRIKE BACK IN EASTERN KOREA; BLASTING COMMUNIST POSITIONS IN KOREA,,,REDS STRIKE BACK IN EASTERN KOREA; BLASTING COMMUNIST POSITIONS IN KOREA,,,,Special to THE NEW YORK TIMES.U.S. Navy,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
